timestamp,metric_type,latency_ms,id
1764248859,image_processing_latency,179.89373207092285,risk_1
1764248860,image_processing_latency,159.13152694702148,risk_2
1764248861,image_processing_latency,143.25785636901855,risk_3
1764248862,image_processing_latency,142.31181144714355,risk_4
1764248863,image_processing_latency,139.5716667175293,risk_5
1764248864,image_processing_latency,141.15285873413086,risk_6
1764248865,image_processing_latency,140.1679515838623,risk_7
1764248866,image_processing_latency,139.83964920043945,risk_8
1764248867,image_processing_latency,139.01448249816895,risk_9
1764248868,image_processing_latency,140.21658897399902,risk_10
1764248869,image_processing_latency,144.30546760559082,risk_11
1764248870,image_processing_latency,138.29517364501953,risk_12
1764248871,image_processing_latency,136.94000244140625,risk_13
1764248872,image_processing_latency,139.11056518554688,risk_14
1764248873,image_processing_latency,137.67147064208984,risk_15
1764248874,image_processing_latency,138.20862770080566,risk_16
1764248875,image_processing_latency,137.48741149902344,risk_17
1764248876,image_processing_latency,139.8460865020752,risk_18
1764248877,image_processing_latency,138.92745971679688,risk_19
1764248878,image_processing_latency,138.8869285583496,risk_20
1764248879,image_processing_latency,138.52906227111816,risk_21
1764248880,image_processing_latency,139.30392265319824,risk_22
1764248880,yolo_latency,74.00178909301758,yolo_1
1764248881,image_processing_latency,137.66932487487793,risk_23
1764248882,image_processing_latency,139.56475257873535,risk_24
1764248883,image_processing_latency,138.94367218017578,risk_25
1764248884,image_processing_latency,137.57586479187012,risk_26
1764248885,yolo_latency,39.58749771118164,yolo_2
1764248885,image_processing_latency,138.52620124816895,risk_27
1764248886,image_processing_latency,137.9985809326172,risk_28
1764248887,image_processing_latency,138.66329193115234,risk_29
1764248888,image_processing_latency,144.24872398376465,risk_30
1764248889,image_processing_latency,137.92991638183594,risk_31
1764248889,yolo_latency,40.06648063659668,yolo_3
1764248890,image_processing_latency,137.84503936767578,risk_32
1764248891,image_processing_latency,138.81325721740723,risk_33
1764248892,image_processing_latency,138.84997367858887,risk_34
1764248893,image_processing_latency,138.75269889831543,risk_35
1764248894,yolo_latency,39.640188217163086,yolo_4
1764248894,image_processing_latency,138.12565803527832,risk_36
1764248895,image_processing_latency,137.35294342041016,risk_37
1764248896,image_processing_latency,136.44933700561523,risk_38
1764248897,image_processing_latency,137.7389430999756,risk_39
1764248898,image_processing_latency,137.13479042053223,risk_40
1764248899,image_processing_latency,138.29374313354492,risk_41
1764248900,image_processing_latency,137.65525817871094,risk_42
1764248901,image_processing_latency,136.60860061645508,risk_43
1764248902,image_processing_latency,136.88969612121582,risk_44
1764248903,image_processing_latency,138.77391815185547,risk_45
1764248904,image_processing_latency,137.07780838012695,risk_46
1764248905,yolo_latency,41.02635383605957,yolo_5
1764248905,image_processing_latency,139.65201377868652,risk_47
1764248906,image_processing_latency,136.66605949401855,risk_48
1764248907,image_processing_latency,139.4023895263672,risk_49
1764248908,image_processing_latency,139.1284465789795,risk_50
1764248909,image_processing_latency,138.95940780639648,risk_51
1764248910,image_processing_latency,137.4683380126953,risk_52
1764248911,image_processing_latency,138.2741928100586,risk_53
1764248912,image_processing_latency,137.18676567077637,risk_54
1764248913,image_processing_latency,138.40937614440918,risk_55
1764248914,image_processing_latency,155.2255153656006,risk_56
1764248915,image_processing_latency,149.04022216796875,risk_57
1764248916,image_processing_latency,138.30900192260742,risk_58
1764248917,image_processing_latency,142.0919895172119,risk_59
1764248918,image_processing_latency,125.11420249938965,risk_60
1764248919,image_processing_latency,144.3631649017334,risk_61
