timestamp,metric_type,latency_ms,id
1762445477,image_processing_latency,113.4026050567627,risk_1
1762445478,image_processing_latency,106.23526573181152,risk_2
1762445479,image_processing_latency,93.57714653015137,risk_3
1762445480,image_processing_latency,148.7283706665039,risk_4
1762445481,image_processing_latency,171.32949829101562,risk_5
1762445482,image_processing_latency,191.22314453125,risk_6
1762445483,image_processing_latency,135.23006439208984,risk_7
1762445484,image_processing_latency,166.72110557556152,risk_8
1762445485,image_processing_latency,156.99005126953125,risk_9
1762445486,image_processing_latency,181.8711757659912,risk_10
1762445487,image_processing_latency,184.59558486938477,risk_11
1762445488,image_processing_latency,184.33642387390137,risk_12
1762445489,image_processing_latency,174.57008361816406,risk_13
1762445490,image_processing_latency,198.00138473510742,risk_14
1762445491,image_processing_latency,220.51715850830078,risk_15
1762445492,image_processing_latency,196.2883472442627,risk_16
1762445493,image_processing_latency,227.97226905822754,risk_17
1762445494,image_processing_latency,215.1172161102295,risk_18
1762445495,image_processing_latency,214.7355079650879,risk_19
1762445496,image_processing_latency,206.15601539611816,risk_20
1762445498,image_processing_latency,414.83330726623535,risk_21
1762445499,image_processing_latency,425.30083656311035,risk_22
1762445500,image_processing_latency,419.32106018066406,risk_23
1762445501,image_processing_latency,696.5677738189697,risk_24
1762445502,image_processing_latency,635.0417137145996,risk_25
1762445502,yolo_latency,2350.881338119507,yolo_1
1762445503,image_processing_latency,416.16296768188477,risk_26
1762445504,image_processing_latency,438.57598304748535,risk_27
1762445505,image_processing_latency,453.34434509277344,risk_28
1762445506,image_processing_latency,612.5478744506836,risk_29
1762445507,yolo_latency,1957.6201438903809,yolo_2
1762445507,image_processing_latency,596.6851711273193,risk_30
1762445508,image_processing_latency,429.6252727508545,risk_31
1762445509,image_processing_latency,394.4523334503174,risk_32
1762445510,image_processing_latency,411.61108016967773,risk_33
1762445511,yolo_latency,1248.7103939056396,yolo_3
1762445511,image_processing_latency,614.8295402526855,risk_34
1762445512,image_processing_latency,392.7600383758545,risk_35
1762445513,image_processing_latency,415.29297828674316,risk_36
1762445514,image_processing_latency,442.8842067718506,risk_37
1762445515,image_processing_latency,414.57390785217285,risk_38
1762445516,image_processing_latency,696.852445602417,risk_39
1762445517,yolo_latency,1825.6964683532715,yolo_4
1762445517,image_processing_latency,694.3199634552002,risk_40
1762445518,image_processing_latency,423.3248233795166,risk_41
1762445519,image_processing_latency,404.64162826538086,risk_42
1762445520,image_processing_latency,403.61928939819336,risk_43
1762445521,image_processing_latency,403.0170440673828,risk_44
1762445522,image_processing_latency,402.35328674316406,risk_45
1762445523,image_processing_latency,413.898229598999,risk_46
1762445524,image_processing_latency,430.2325248718262,risk_47
1762445525,image_processing_latency,415.8051013946533,risk_48
1762445526,image_processing_latency,417.0370101928711,risk_49
1762445527,image_processing_latency,407.4530601501465,risk_50
1762445528,image_processing_latency,412.03927993774414,risk_51
1762445529,yolo_latency,1296.5681552886963,yolo_5
1762445529,image_processing_latency,749.7870922088623,risk_52
1762445530,image_processing_latency,272.4475860595703,risk_53
1762445531,image_processing_latency,305.4473400115967,risk_54
1762445532,image_processing_latency,260.7738971710205,risk_55
1762445533,image_processing_latency,257.69758224487305,risk_56
1762445534,image_processing_latency,463.6495113372803,risk_57
1762445535,image_processing_latency,268.3100700378418,risk_58
1762445535,image_processing_latency,197.24464416503906,risk_59
1762445536,image_processing_latency,195.6486701965332,risk_60
1762445538,image_processing_latency,257.4191093444824,risk_61
1762445539,image_processing_latency,282.0761203765869,risk_62
1762445540,image_processing_latency,281.77928924560547,risk_63
1762445541,image_processing_latency,267.8220272064209,risk_64
1762445542,image_processing_latency,258.79526138305664,risk_65
1762445543,image_processing_latency,259.25302505493164,risk_66
1762445543,image_processing_latency,209.00368690490723,risk_67
1762445544,image_processing_latency,196.7794895172119,risk_68
1762445546,image_processing_latency,260.6058120727539,risk_69
1762445547,image_processing_latency,258.2094669342041,risk_70
1762445548,image_processing_latency,259.1748237609863,risk_71
1762445549,image_processing_latency,417.16504096984863,risk_72
1762445550,image_processing_latency,265.9590244293213,risk_73
1762445550,image_processing_latency,219.9556827545166,risk_74
1762445551,image_processing_latency,195.94693183898926,risk_75
1762445553,image_processing_latency,279.3307304382324,risk_76
1762445554,image_processing_latency,220.91054916381836,risk_77
1762445554,image_processing_latency,197.14713096618652,risk_78
1762445556,image_processing_latency,280.54213523864746,risk_79
1762445557,image_processing_latency,257.587194442749,risk_80
