timestamp,datetime_utc,cpu_cores
1763389763,2025-11-17T14:29:23,0.000040817349692998725
1763389778,2025-11-17T14:29:38,0.00003467117167422212
1763389793,2025-11-17T14:29:53,0.00005317494457496442
1763389808,2025-11-17T14:30:08,0
1763389823,2025-11-17T14:30:23,0
1763389838,2025-11-17T14:30:38,0
1763389853,2025-11-17T14:30:53,0
1763389868,2025-11-17T14:31:08,0
1763389883,2025-11-17T14:31:23,0
1763389898,2025-11-17T14:31:38,0
1763389913,2025-11-17T14:31:53,0
1763389928,2025-11-17T14:32:08,0
1763389943,2025-11-17T14:32:23,0
1763389958,2025-11-17T14:32:38,0
1763389973,2025-11-17T14:32:53,0
1763389988,2025-11-17T14:33:08,0
1763390003,2025-11-17T14:33:23,0
1763390018,2025-11-17T14:33:38,0
1763390033,2025-11-17T14:33:53,0
1763390048,2025-11-17T14:34:08,0
1763390063,2025-11-17T14:34:23,0.007181677732704492
1763390078,2025-11-17T14:34:38,0.05403973423011706
1763390093,2025-11-17T14:34:53,0.05293643111259884
1763390108,2025-11-17T14:35:08,0.051647765094548936
1763390123,2025-11-17T14:35:23,0.0005658887212707398
1763390138,2025-11-17T14:35:38,0.04713203500134058
1763390153,2025-11-17T14:35:53,0.05005422469823585
1763390168,2025-11-17T14:36:08,0.05188215292573225
1763390183,2025-11-17T14:36:23,0.010784594306591568
1763390198,2025-11-17T14:36:38,0
1763390213,2025-11-17T14:36:53,0
1763390228,2025-11-17T14:37:08,0.0000010314865644393278
1763390243,2025-11-17T14:37:23,0.0000015538992335685719
1763390258,2025-11-17T14:37:38,0.000001569524620237959
1763390273,2025-11-17T14:37:53,0.04834909617129823
1763390288,2025-11-17T14:38:08,0.10863702978604393
1763390303,2025-11-17T14:38:23,0.11362885762832418
1763390318,2025-11-17T14:38:38,0.10590057546194308
1763390333,2025-11-17T14:38:53,0.07747251867034183
1763390348,2025-11-17T14:39:08,0.03430541277540483
1763390363,2025-11-17T14:39:23,0.01017674273858919
1763390378,2025-11-17T14:39:38,0.04372188620784788
1763390393,2025-11-17T14:39:53,0.07860344760572137
1763390408,2025-11-17T14:40:08,0.12535527178164443
1763390423,2025-11-17T14:40:23,0.09477819875286131
1763390438,2025-11-17T14:40:38,0.08675223145583258
1763390453,2025-11-17T14:40:53,0.04550802291356771
1763390468,2025-11-17T14:41:08,0.015278368955585866
1763390483,2025-11-17T14:41:23,0.05087755363596749
1763390498,2025-11-17T14:41:38,0.06909482636678693
1763390513,2025-11-17T14:41:53,0.10064940015106004
1763390528,2025-11-17T14:42:08,0.10608074831015726
